generation,fitness_run_1,diversity_run_1,fitness_run_2,diversity_run_2,fitness_run_3,diversity_run_3,fitness_run_4,diversity_run_4,fitness_run_5,diversity_run_5,fitness_average,diversity_average
1,3961.5454069138555,23.45474683544304,3918.923012270702,23.541772151898734,4022.3651750578015,24.903164556962025,3980.9136746841928,33.36550632911393,4143.687613443301,30.593037974683543,4005.4869764739706,27.171645569620257
2,3836.589460006457,27.494303797468355,3850.7230411590117,22.729430379746834,3953.7476400514793,21.598101265822784,3875.3503608361507,29.22120253164557,4055.5408452856327,32.09113924050633,3914.3902694677463,26.626835443037976
3,3789.4960900045917,27.635443037974685,3796.6363201990935,32.39588607594937,3906.238744008833,31.221835443037975,3831.8286789047147,36.7620253164557,3981.0360175994256,37.6006329113924,3861.0471701433316,33.12316455696203
4,3742.965692707173,26.85632911392405,3746.028158005577,29.679746835443037,3828.738695909285,27.44873417721519,3794.724282581768,25.35253164556962,3846.5636148929084,26.350949367088607,3791.8040888193427,27.1376582278481
5,3671.6035502874433,38.447784810126585,3632.159528621194,28.621835443037973,3778.6014782241127,35.50348101265823,3696.476937236964,32.812341772151896,3836.956174596003,22.897151898734176,3723.159533793144,31.65651898734177
6,3624.547653980254,20.191772151898736,3602.260805317531,24.915506329113924,3665.3269018036253,55.05,3638.1668581568006,23.10727848101266,3761.9548547163754,41.29303797468354,3658.451414794917,32.91151898734177
7,3560.68408486369,31.593354430379748,3534.554838581791,36.971835443037975,3500.1622259757114,24.566772151898736,3573.7319201293903,31.63101265822785,3689.235473531683,30.411708860759493,3571.673708616453,31.034936708860762
8,3529.43510833559,30.373417721518987,3526.100727255162,30.18227848101266,3430.401880633192,29.517088607594935,3527.4041860568204,33.01170886075949,3634.084363611377,32.66962025316456,3529.4852531784286,31.150822784810128
9,3483.5546634974844,19.933860759493673,3509.7089037893907,25.19367088607595,3422.5781398530044,28.40506329113924,3497.6548238987657,29.260443037974685,3568.260629770727,25.381962025316454,3496.351432161874,25.635
10,3389.3031302400004,72.10189873417721,3412.052548685137,29.670886075949365,3350.7192394448703,25.311075949367087,3414.3243355928685,33.96708860759494,3434.080127439831,36.37310126582278,3400.0958762805412,39.484810126582275
11,3309.108105285202,73.43322784810127,3352.2699548970277,34.78354430379747,3266.540589898438,37.9003164556962,3369.606673847406,26.224050632911393,3434.080127439831,31.605063291139242,3346.321090273581,40.789240506329115
12,3224.085129189825,61.6003164556962,3284.040085795768,31.69493670886076,3263.451478200628,30.718354430379748,3297.387534880773,28.485759493670887,3392.67440945592,34.19462025316456,3292.3277275045825,37.33879746835443
13,3217.64934749701,32.185443037974686,3259.980804479775,28.502215189873418,3222.249119531677,56.98670886075949,3249.6405307709606,27.733227848101265,3345.1054459166144,35.63291139240506,3258.9250496392074,36.208101265822776
14,3162.350298038622,56.37183544303797,3210.3313207348197,34.13481012658228,3210.4132198746224,38.28481012658228,3249.6405307709606,30.875,3246.3604275301236,29.89272151898734,3215.81915938983,37.91183544303797
15,3106.4839722590036,24.86360759493671,3185.67793612974,26.069303797468354,3157.154705763848,41.928481012658224,3214.442840178506,32.03322784810127,3193.8540920464966,32.96708860759494,3171.5227092755185,31.5723417721519
16,2982.2281338644166,24.341772151898734,3174.919395861268,35.05854430379747,3119.9355853101697,28.3623417721519,3203.152079663716,32.5879746835443,3156.521655598658,23.645569620253166,3127.351370059646,28.799240506329113
17,2945.3135433449356,30.375,3174.919395861268,28.073101265822785,3082.605074742087,34.81107594936709,3138.7754757249004,31.975,3156.521655598658,20.985443037974683,3099.62702905437,29.24392405063291
18,2892.9413901092444,27.21392405063291,3168.294497590148,25.846835443037975,3021.449548036405,31.39778481012658,3122.7138396628407,29.07879746835443,3127.6470421103877,24.84145569620253,3066.6092635018053,27.67575949367089
19,2892.9413901092444,29.29113924050633,3155.7723093952723,43.097151898734175,3020.227512680701,46.15537974683544,3111.9991125286447,24.666772151898734,3062.6511839889595,51.93607594936709,3048.7183017405646,39.02930379746835
20,2864.8365433619374,24.217721518987343,3122.173391042467,37.356962025316456,2930.3948660709502,20.42626582278481,3088.388089072246,35.5876582278481,3030.8508108673177,44.05126582278481,3007.328740082984,32.327974683544305
21,2794.34156632117,27.442088607594936,3075.5368108403654,29.475316455696202,2922.12330281695,29.16360759493671,3072.50498127963,22.838607594936708,3010.4901254765136,30.288291139240506,2974.999357346926,27.841582278481013
22,2783.8547698930233,32.108227848101265,3045.001162818807,22.185443037974682,2867.3556224874546,37.776898734177216,2969.5336134830404,30.26107594936709,2992.9403563187134,45.32658227848101,2931.737105000208,33.53164556962025
23,2726.8490099015694,71.0253164556962,3029.905688793849,17.726898734177215,2821.5937786924055,52.53544303797468,2922.9814060357526,28.569303797468354,2963.575825266401,60.517405063291136,2892.9811417379956,46.07487341772152
24,2717.0361337795453,30.944303797468354,2962.9213338960126,32.61740506329114,2804.8657490652145,30.899050632911393,2826.6820701236406,40.86708860759494,2889.594019066893,32.41677215189873,2840.2198611862614,33.54892405063291
25,2713.5707355986865,34.45601265822785,2937.0646934667893,27.952848101265822,2758.1617051183807,25.80126582278481,2793.1668092465484,33.57025316455696,2888.7015695552295,22.85221518987342,2818.1331025971267,28.926518987341773
26,2703.9833566619295,36.67784810126582,2894.357952512412,16.75253164556962,2728.2610299511057,29.89778481012658,2773.6240792644553,34.629430379746836,2817.2313420658443,36.53164556962025,2783.4915520911495,30.897848101265822
27,2674.024233857257,39.335759493670885,2887.3274174895505,25.625,2699.9964692321455,34.709810126582276,2758.0214445530737,28.134810126582277,2744.8433644528154,31.706962025316457,2752.8425859169683,31.90246835443038
28,2659.1791911176742,32.685759493670886,2887.3274174895505,42.822784810126585,2637.449266968225,32.40126582278481,2730.9596585814015,23.212658227848102,2744.8433644528154,31.29018987341772,2731.9517797219332,32.482531645569615
29,2604.5790141997286,27.364556962025315,2863.8860150458445,28.321202531645568,2616.39272325422,18.957911392405062,2728.5897850220963,26.627215189873418,2744.8433644528154,34.09050632911392,2711.658180394941,27.072278481012653
30,2595.756383597454,29.43132911392405,2843.3568424244995,31.204430379746835,2616.39272325422,40.22278481012658,2728.5897850220963,45.17974683544304,2728.818601633206,21.219303797468353,2702.582867186295,33.45151898734177
31,2540.295162497989,32.74493670886076,2812.4243682103424,28.60221518987342,2616.39272325422,31.687025316455696,2691.5012908062504,73.59556962025316,2728.818601633206,25.809493670886077,2677.8864292804014,38.48784810126582
32,2515.0249546247665,26.89240506329114,2742.49554848689,35.89430379746835,2612.176521174003,24.096835443037975,2691.5012908062504,29.120569620253164,2663.2339291309177,34.2126582278481,2644.8864488445656,30.043354430379747
33,2450.9790424239523,28.209493670886076,2693.976792773662,32.594303797468356,2612.176521174003,71.5123417721519,2655.675103971425,39.72721518987342,2663.2339291309177,30.11867088607595,2615.208277894792,40.43240506329114
34,2450.9790424239523,31.361708860759492,2662.2955252560632,44.71867088607595,2610.6079332021645,30.04398734177215,2638.8589327746467,28.968987341772152,2611.596693358503,36.03607594936709,2594.867625403066,34.22588607594937
35,2432.062370952463,26.5746835443038,2601.6228526646096,32.313291139240505,2539.0826521419613,42.78386075949367,2638.8589327746467,38.24082278481013,2606.2124417774116,28.220569620253166,2563.567850062219,33.62664556962025
36,2412.348674442075,24.945569620253163,2577.8592267942686,26.900316455696203,2485.007059438768,32.439240506329114,2627.243701423729,36.348417721518985,2531.781732275793,39.696835443037976,2526.8480788749266,32.06607594936709
37,2370.8143484976636,19.008860759493672,2537.683362092879,37.50759493670886,2485.007059438768,28.406962025316457,2627.243701423729,26.479430379746834,2531.481957691011,38.45664556962026,2510.4460858288103,29.971898734177216
38,2343.812094180448,29.909493670886075,2523.7451673144924,33.414873417721516,2485.007059438768,33.58354430379747,2627.243701423729,31.6376582278481,2495.6000629210193,22.643037974683544,2495.0816170556914,30.237721518987343
39,2300.89317620852,26.66613924050633,2523.7451673144924,27.947151898734177,2480.5107248437266,28.69240506329114,2602.799448730307,27.254113924050632,2481.450310859416,27.985126582278482,2477.8797655912927,27.70898734177215
40,2300.89317620852,26.458227848101266,2506.839932412301,38.504746835443036,2480.5107248437266,44.016455696202534,2593.3118964808987,30.489240506329114,2481.450310859416,36.60569620253165,2472.6012081609724,35.21487341772152
41,2300.89317620852,27.300949367088606,2480.5799397110472,31.542088607594938,2463.407888953635,32.12563291139241,2593.3118964808987,32.96487341772152,2454.1088019363337,35.01044303797468,2458.4603406580873,31.78879746835443
42,2260.4685366596595,33.66993670886076,2473.9336559985363,33.92626582278481,2463.407888953635,24.16360759493671,2593.3118964808987,26.946518987341772,2428.6418964657482,34.89873417721519,2443.9527749116955,30.721012658227846
43,2259.860398492261,25.17246835443038,2465.9716527737387,71.9512658227848,2433.234200610504,33.55664556962025,2593.3118964808987,38.77056962025316,2382.1297528472282,35.97405063291139,2426.901580240926,41.084999999999994
44,2217.7868930774653,27.281645569620252,2421.587236840319,34.88829113924051,2410.377131297794,30.43259493670886,2593.3118964808987,28.843987341772152,2373.563131366523,32.93291139240506,2403.3252578126003,30.87588607594937
45,2217.7868930774653,23.203481012658226,2365.8705430663927,29.86898734177215,2393.200176361811,27.644620253164558,2581.953460932572,41.82373417721519,2373.563131366523,47.143354430379745,2386.474840960953,33.93683544303797
46,2203.384157140857,29.895886075949367,2365.8705430663927,36.49113924050633,2386.189141548901,28.89018987341772,2522.8962212570395,41.95569620253165,2366.5151137646917,36.356962025316456,2368.9710353555765,34.717974683544305
47,2198.059708093694,35.835443037974684,2365.8705430663927,32.063607594936705,2380.628031018995,32.85126582278481,2517.397386137695,29.883860759493672,2329.9856157720315,37.07626582278481,2358.388256817762,33.54208860759494
48,2198.059708093694,53.2496835443038,2360.743173948167,20.860126582278482,2354.1936310162346,46.25886075949367,2508.662965168839,42.7379746835443,2329.9856157720315,30.854746835443038,2350.329018799793,38.79227848101266
49,2198.059708093694,38.993987341772154,2359.6099679209383,71.61455696202532,2337.1678183536096,33.8753164556962,2508.662965168839,26.909177215189874,2329.9856157720315,40.0253164556962,2346.6972150618226,42.283670886075946
50,2198.059708093694,26.588607594936708,2349.270186752928,54.7743670886076,2315.9371719706182,34.65601265822785,2486.305303911108,18.838607594936708,2329.9856157720315,31.634810126582277,2335.9115973000758,33.29848101265823
51,2169.9474313419,31.235759493670887,2298.1566212724993,35.28481012658228,2283.972281634393,38.81677215189873,2485.5232621616137,33.53196202531645,2329.9856157720315,31.448101265822785,2313.5170424364874,34.06348101265822
52,2154.729969441055,29.068987341772154,2277.1630603769318,33.05506329113924,2261.1797896574835,28.889873417721518,2449.6676815750484,48.538924050632914,2322.236129427908,26.270569620253166,2292.9953260956854,33.1646835443038
53,2154.729969441055,27.839556962025316,2261.199607221948,33.29556962025316,2261.1797896574835,70.26139240506329,2444.342871157198,28.446835443037976,2322.236129427908,31.29746835443038,2288.737673381119,38.22816455696203
54,2154.729969441055,34.7379746835443,2261.199607221948,28.65759493670886,2261.1797896574835,72.54778481012659,2444.342871157198,64.59525316455696,2322.236129427908,18.050949367088606,2288.737673381119,43.717911392405064
55,2154.729969441055,27.981012658227847,2251.98477520897,32.18101265822785,2255.171848058958,68.18575949367089,2420.9426624371836,28.4873417721519,2295.3621860639732,36.710126582278484,2275.638288242028,38.7090506329114
56,2154.729969441055,30.196835443037976,2248.8399622932584,39.29588607594937,2212.897623773117,36.47974683544304,2414.5839045865378,35.84050632911392,2276.2339766425293,38.56867088607595,2261.4570873472994,36.07632911392405
57,2154.729969441055,22.095886075949366,2225.991431755933,47.348417721518985,2170.624231318667,36.199683544303795,2376.7749755695268,38.7379746835443,2276.2339766425293,25.973417721518988,2240.870916945542,34.071075949367085
58,2154.729969441055,40.58386075949367,2202.2068166208182,18.984177215189874,2136.76143769824,24.84208860759494,2376.7749755695268,36.40221518987342,2257.65132392942,29.15253164556962,2225.6249046518124,29.992974683544304
59,2154.729969441055,30.843037974683543,2202.2068166208182,22.228164556962025,2110.401932772989,29.57373417721519,2343.204205746707,21.53291139240506,2257.65132392942,25.632911392405063,2213.6388497021976,25.96215189873418
60,2154.729969441055,28.712974683544303,2202.2068166208182,27.180379746835442,2080.437335378302,29.974367088607593,2327.354868871653,32.89873417721519,2257.65132392942,28.674683544303797,2204.47606284825,29.488227848101264
61,2154.729969441055,26.506962025316454,2202.2068166208182,29.899050632911393,2066.0689469360677,33.56392405063291,2319.1402661801494,33.76930379746835,2250.1930911083396,27.60854430379747,2198.467818057286,30.269556962025312
62,2125.2796566103366,30.75,2189.520950359968,20.12879746835443,2066.0689469360677,27.895569620253166,2319.1402661801494,32.25632911392405,2235.3617359337572,42.357594936708864,2187.0743112040554,30.677658227848106
63,2119.615613800995,31.479746835443038,2187.9688246423098,25.553797468354432,2046.9998956732836,32.54145569620253,2319.1402661801494,34.925316455696205,2235.3617359337572,26.943037974683545,2181.8172672460987,30.28867088607595
64,2109.8408437259745,63.36044303797468,2187.9688246423098,32.26139240506329,2046.9998956732836,42.86487341772152,2310.8757305471836,25.12120253164557,2235.3617359337572,39.64367088607595,2178.209406104502,40.6503164556962
65,2109.8408437259745,27.03386075949367,2187.9688246423098,33.87658227848101,2046.9998956732836,35.74113924050633,2284.628070972606,43.27246835443038,2233.415775578247,29.694620253164558,2172.570682118484,33.923734177215195
66,2109.8408437259745,26.931962025316455,2168.889750688203,32.16898734177215,2046.9998956732836,28.212025316455698,2284.628070972606,27.593354430379748,2233.415775578247,47.5003164556962,2168.754867327663,32.48132911392405
67,2052.3041269415103,31.467721518987343,2168.889750688203,26.677848101265823,2046.9998956732836,26.936708860759495,2272.1199937698893,30.900949367088607,2233.415775578247,44.70601265822785,2154.7459085302266,32.137848101265824
68,2052.3041269415103,34.7496835443038,2168.889750688203,28.14113924050633,2046.9998956732836,25.890822784810126,2257.995626980767,30.658227848101266,2233.415775578247,21.09240506329114,2151.9210351724023,28.106455696202534
