,Instance,Combination,Encoding,FinalFitness,FinalDiversity,Rank
73,C101,binary_stochastic_universal_uniform_interchanging,binary,1777.1391301182637,3.467009294710241,74.0
74,C101,binary_stochastic_universal_uniform_uniform,binary,3445.792127976341,19.847256860422544,306.0
75,C101,binary_tournament_multi_point_bit_flip,binary,3471.6678842033625,19.951487619489104,336.0
76,C101,binary_tournament_multi_point_interchanging,binary,2104.657253352484,1.246072913038614,121.0
77,C101,binary_tournament_multi_point_uniform,binary,3426.672584070413,19.76123779059257,294.0
78,C101,binary_tournament_shuffle_bit_flip,binary,3435.936398180439,19.94620578273895,299.0
79,C101,binary_tournament_shuffle_interchanging,binary,2089.988632119751,1.0637503145424234,110.0
80,C101,binary_tournament_shuffle_uniform,binary,3453.85958073762,19.76149552234496,314.0
81,C101,binary_tournament_single_point_bit_flip,binary,3466.624698751225,19.95330346359208,332.0
82,C101,binary_tournament_single_point_interchanging,binary,2218.7496228471973,0.9227763306779696,149.0
83,C101,binary_tournament_single_point_uniform,binary,3390.634272113775,19.773011310467844,286.0
84,C101,binary_tournament_two_point_bit_flip,binary,3484.572038859508,19.954358224838003,348.0
85,C101,binary_tournament_two_point_interchanging,binary,2190.806163070375,1.3210768639910233,143.0
86,C101,binary_tournament_two_point_uniform,binary,3457.191345198663,19.77105940440392,319.0
87,C101,binary_tournament_uniform_bit_flip,binary,3461.610425359435,19.95183130102141,327.0
88,C101,binary_tournament_uniform_interchanging,binary,1764.7078989905172,1.097427003646554,72.0
89,C101,binary_tournament_uniform_uniform,binary,3445.1305101540297,19.743334155074468,305.0
90,C101,permutation_boltzmann_cx_displacement,permutation,1836.838218208509,31.24506329113924,87.0
91,C101,permutation_boltzmann_cx_insert,permutation,1707.3816607449396,16.249240506329112,63.0
92,C101,permutation_boltzmann_cx_inversion,permutation,1401.2181673327077,19.43639240506329,25.0
93,C101,permutation_boltzmann_cx_scramble,permutation,2266.764524989132,18.20645569620253,160.0
94,C101,permutation_boltzmann_cx_swap,permutation,1600.4895658076234,1.3079113924050634,46.0
95,C101,permutation_boltzmann_erx_displacement,permutation,2335.184979338587,98.11367088607594,171.0
96,C101,permutation_boltzmann_erx_insert,permutation,2202.0175809389343,96.94462025316456,144.0
97,C101,permutation_boltzmann_erx_inversion,permutation,2223.4683358648545,97.82702531645567,151.0
98,C101,permutation_boltzmann_erx_scramble,permutation,2514.5290964073406,97.43601265822784,184.0
99,C101,permutation_boltzmann_erx_swap,permutation,2160.8942218429534,97.72784810126582,136.0
100,C101,permutation_boltzmann_obx_displacement,permutation,1809.0636728036525,26.88867088607595,81.0
101,C101,permutation_boltzmann_obx_insert,permutation,1797.056666294787,16.919746835443036,78.0
102,C101,permutation_boltzmann_obx_inversion,permutation,1472.59722778688,21.849177215189872,31.0
103,C101,permutation_boltzmann_obx_scramble,permutation,2387.860182986193,22.64525316455696,177.0
104,C101,permutation_boltzmann_obx_swap,permutation,1618.0176735096134,2.069683544303797,52.0
105,C101,permutation_boltzmann_ox_displacement,permutation,1786.014500102881,32.047468354430386,76.0
106,C101,permutation_boltzmann_ox_insert,permutation,1650.8710668266674,19.95373417721519,57.0
107,C101,permutation_boltzmann_ox_inversion,permutation,1417.8814617184137,20.41018987341772,26.0
108,C101,permutation_boltzmann_ox_scramble,permutation,2229.378007447331,20.9920253164557,155.0
109,C101,permutation_boltzmann_ox_swap,permutation,1611.114855085513,3.253291139240506,48.0
110,C101,permutation_boltzmann_pmx_displacement,permutation,1698.21544199752,29.81348101265823,62.0
111,C101,permutation_boltzmann_pmx_insert,permutation,1754.0857632965606,21.12658227848101,70.0
112,C101,permutation_boltzmann_pmx_inversion,permutation,1465.7546916351816,18.69120253164557,29.0
113,C101,permutation_boltzmann_pmx_scramble,permutation,2206.8233212299647,19.09943037974684,146.0
114,C101,permutation_boltzmann_pmx_swap,permutation,1478.582717222632,1.6188607594936713,33.0
115,C101,permutation_boltzmann_pos_displacement,permutation,1802.03036511723,37.69886075949367,79.0
116,C101,permutation_boltzmann_pos_insert,permutation,1715.0375758191915,20.7743670886076,64.0
117,C101,permutation_boltzmann_pos_inversion,permutation,1396.5615269943155,17.769240506329112,24.0
118,C101,permutation_boltzmann_pos_scramble,permutation,2347.5370578495103,20.13620253164557,173.0
119,C101,permutation_boltzmann_pos_swap,permutation,1525.166205811556,3.7946835443037967,37.0
120,C101,permutation_boltzmann_scx_displacement,permutation,1802.468410504522,30.556582278481017,80.0
121,C101,permutation_boltzmann_scx_insert,permutation,1644.2643638521993,18.80177215189873,56.0
122,C101,permutation_boltzmann_scx_inversion,permutation,1439.4127652428049,21.696265822784813,27.0
123,C101,permutation_boltzmann_scx_scramble,permutation,2246.671656878572,22.47455696202532,157.0
124,C101,permutation_boltzmann_scx_swap,permutation,1548.6309694652214,1.315759493670886,40.0
125,C101,permutation_elitism_cx_displacement,permutation,1853.4340705812851,51.51139240506329,88.0
126,C101,permutation_elitism_cx_insert,permutation,1689.570953097748,26.788544303797465,61.0
127,C101,permutation_elitism_cx_inversion,permutation,1582.675417321574,31.54721518987342,44.0
128,C101,permutation_elitism_cx_scramble,permutation,2085.727218367592,26.840443037974683,107.0
129,C101,permutation_elitism_cx_swap,permutation,1621.0866138135152,2.1471518987341773,53.0
130,C101,permutation_elitism_erx_displacement,permutation,2450.5069127252304,98.78613924050632,180.0
131,C101,permutation_elitism_erx_insert,permutation,2246.8556525786435,98.37886075949368,158.0
132,C101,permutation_elitism_erx_inversion,permutation,2366.1118466103408,98.77835443037974,175.0
133,C101,permutation_elitism_erx_scramble,permutation,2542.045176395871,98.43398734177217,186.0
134,C101,permutation_elitism_erx_swap,permutation,2301.0764858137127,98.72025316455696,165.0
135,C101,permutation_elitism_obx_displacement,permutation,1733.1158864566812,51.860822784810125,67.0
136,C101,permutation_elitism_obx_insert,permutation,1883.603944458068,29.118797468354437,90.0
137,C101,permutation_elitism_obx_inversion,permutation,1474.028881061106,32.97234177215189,32.0
138,C101,permutation_elitism_obx_scramble,permutation,2153.65358006173,24.007025316455696,134.0
139,C101,permutation_elitism_obx_swap,permutation,1643.0480522132905,6.851455696202533,55.0
140,C101,permutation_elitism_ox_displacement,permutation,1624.0012402375594,42.30898734177215,54.0
141,C101,permutation_elitism_ox_insert,permutation,1743.0675983906526,30.94582278481013,68.0
142,C101,permutation_elitism_ox_inversion,permutation,1450.850553808867,31.871645569620256,28.0
143,C101,permutation_elitism_ox_scramble,permutation,2136.365557763431,26.663227848101265,128.0
144,C101,permutation_elitism_ox_swap,permutation,1545.9296270344923,9.740443037974682,39.0
145,C101,permutation_elitism_pmx_displacement,permutation,1568.6321477782185,37.67069620253165,43.0
146,C101,permutation_elitism_pmx_insert,permutation,1661.5269368703066,24.91993670886076,58.0
147,C101,permutation_elitism_pmx_inversion,permutation,1365.9621164102678,26.590886075949367,23.0
148,C101,permutation_elitism_pmx_scramble,permutation,2141.3783905290243,27.610822784810125,131.0
149,C101,permutation_elitism_pmx_swap,permutation,1589.3711164312242,1.929493670886076,45.0
150,C101,permutation_elitism_pos_displacement,permutation,1826.1146005997828,51.54481012658228,86.0
151,C101,permutation_elitism_pos_insert,permutation,1754.4513640656503,28.298164556962025,71.0
152,C101,permutation_elitism_pos_inversion,permutation,1469.0437710678027,35.9353164556962,30.0
153,C101,permutation_elitism_pos_scramble,permutation,2090.9362397927557,27.618037974683546,111.0
154,C101,permutation_elitism_pos_swap,permutation,1611.407953318415,7.53886075949367,49.0
155,C101,permutation_elitism_scx_displacement,permutation,1617.6694449276908,45.59443037974684,50.0
156,C101,permutation_elitism_scx_insert,permutation,1484.3063131965378,35.47202531645569,35.0
157,C101,permutation_elitism_scx_inversion,permutation,1281.3510783589147,29.73436708860759,22.0
158,C101,permutation_elitism_scx_scramble,permutation,1525.8461717672258,59.88778481012658,38.0
159,C101,permutation_elitism_scx_swap,permutation,1258.3150783530623,9.990822784810126,21.0
160,C101,permutation_rank_cx_displacement,permutation,2996.844336969621,85.11189873417722,218.0
161,C101,permutation_rank_cx_insert,permutation,1813.293595426166,34.26506329113924,82.0
162,C101,permutation_rank_cx_inversion,permutation,2820.302782133976,74.58487341772152,195.0
163,C101,permutation_rank_cx_scramble,permutation,2284.2126742255905,29.641962025316456,163.0
164,C101,permutation_rank_cx_swap,permutation,1775.472140252955,3.763037974683544,73.0
165,C101,permutation_rank_erx_displacement,permutation,3313.54254969275,98.9682911392405,270.0
166,C101,permutation_rank_erx_insert,permutation,3239.1656082787517,98.94379746835445,251.0
167,C101,permutation_rank_erx_inversion,permutation,3285.7124412786115,98.95227848101266,263.0
168,C101,permutation_rank_erx_scramble,permutation,3333.538172247235,98.97708860759494,274.0
169,C101,permutation_rank_erx_swap,permutation,3320.7509292722307,98.9713924050633,272.0
170,C101,permutation_rank_obx_displacement,permutation,3192.056067601121,96.89398734177216,239.0
171,C101,permutation_rank_obx_insert,permutation,1948.3949893090376,80.84943037974683,95.0
172,C101,permutation_rank_obx_inversion,permutation,3087.183016791888,95.99240506329112,224.0
173,C101,permutation_rank_obx_scramble,permutation,2203.0294964379104,85.47759493670887,145.0
174,C101,permutation_rank_obx_swap,permutation,2093.767662825542,88.24708860759493,112.0
175,C101,permutation_rank_ox_displacement,permutation,2864.1452248521928,97.90569620253164,203.0
176,C101,permutation_rank_ox_insert,permutation,2323.226043850161,73.0886075949367,168.0
177,C101,permutation_rank_ox_inversion,permutation,2806.78592918236,97.58120253164556,193.0
178,C101,permutation_rank_ox_scramble,permutation,2830.733238646479,81.61651898734178,198.0
179,C101,permutation_rank_ox_swap,permutation,2635.74919781834,88.05462025316454,188.0
180,C101,permutation_rank_pmx_displacement,permutation,3176.950496449796,96.93101265822784,236.0
181,C101,permutation_rank_pmx_insert,permutation,2388.51470137497,83.76113924050632,178.0
182,C101,permutation_rank_pmx_inversion,permutation,3110.6533672518663,93.73911392405064,229.0
183,C101,permutation_rank_pmx_scramble,permutation,2517.842027998766,64.74860759493671,185.0
184,C101,permutation_rank_pmx_swap,permutation,1617.8587660369683,3.8461392405063295,51.0
185,C101,permutation_rank_pos_displacement,permutation,3061.288328145453,96.59582278481012,223.0
186,C101,permutation_rank_pos_insert,permutation,1976.829706000486,84.64898734177214,96.0
187,C101,permutation_rank_pos_inversion,permutation,3090.3714361035222,95.19588607594936,225.0
188,C101,permutation_rank_pos_scramble,permutation,2126.062390699806,86.12531645569621,126.0
189,C101,permutation_rank_pos_swap,permutation,2003.1356700017136,85.76259493670885,98.0
190,C101,permutation_rank_scx_displacement,permutation,1092.3405083875589,49.17924050632912,14.0
191,C101,permutation_rank_scx_insert,permutation,1147.587307202023,26.16708860759494,19.0
192,C101,permutation_rank_scx_inversion,permutation,978.9852811238094,24.92132911392405,1.0
193,C101,permutation_rank_scx_scramble,permutation,1042.7400220707657,67.94879746835444,8.0
194,C101,permutation_rank_scx_swap,permutation,1093.7279993283337,25.136582278481008,16.0
195,C101,permutation_roulette_wheel_cx_displacement,permutation,3170.409965153832,88.42784810126582,233.0
196,C101,permutation_roulette_wheel_cx_insert,permutation,2141.2961315501207,68.40113924050634,130.0
197,C101,permutation_roulette_wheel_cx_inversion,permutation,2856.552986514801,79.68430379746835,201.0
198,C101,permutation_roulette_wheel_cx_scramble,permutation,2706.476360874735,67.66930379746836,190.0
199,C101,permutation_roulette_wheel_cx_swap,permutation,2088.41126007247,12.65139240506329,109.0
200,C101,permutation_roulette_wheel_erx_displacement,permutation,3310.9204387211867,98.9543670886076,269.0
201,C101,permutation_roulette_wheel_erx_insert,permutation,3308.7221454367523,98.97139240506328,267.0
202,C101,permutation_roulette_wheel_erx_inversion,permutation,3268.701279830927,98.94443037974683,259.0
203,C101,permutation_roulette_wheel_erx_scramble,permutation,3379.8323595760894,98.97189873417724,282.0
204,C101,permutation_roulette_wheel_erx_swap,permutation,3309.335129251217,98.95835443037976,268.0
205,C101,permutation_roulette_wheel_obx_displacement,permutation,3255.689292932859,97.59721518987342,254.0
206,C101,permutation_roulette_wheel_obx_insert,permutation,2274.4482988861528,89.78215189873417,161.0
207,C101,permutation_roulette_wheel_obx_inversion,permutation,3174.1468524851907,96.75443037974684,234.0
208,C101,permutation_roulette_wheel_obx_scramble,permutation,3051.647156010047,94.85208860759494,221.0
209,C101,permutation_roulette_wheel_obx_swap,permutation,2359.488676491583,92.3353164556962,174.0
210,C101,permutation_roulette_wheel_ox_displacement,permutation,2916.715313570211,98.34917721518988,209.0
211,C101,permutation_roulette_wheel_ox_insert,permutation,2842.7916490381517,92.79082278481012,200.0
212,C101,permutation_roulette_wheel_ox_inversion,permutation,2935.449905612809,98.30911392405064,211.0
213,C101,permutation_roulette_wheel_ox_scramble,permutation,3204.2466833589933,97.42050632911392,242.0
214,C101,permutation_roulette_wheel_ox_swap,permutation,2970.5499972610096,96.3979746835443,213.0
215,C101,permutation_roulette_wheel_pmx_displacement,permutation,3219.632783947593,96.93670886075952,248.0
216,C101,permutation_roulette_wheel_pmx_insert,permutation,2892.8241925914685,92.66791139240506,208.0
217,C101,permutation_roulette_wheel_pmx_inversion,permutation,3186.6255347853617,93.74481012658228,237.0
218,C101,permutation_roulette_wheel_pmx_scramble,permutation,3246.022288206764,94.86905063291138,252.0
219,C101,permutation_roulette_wheel_pmx_swap,permutation,2098.6158642927944,30.497721518987344,116.0
220,C101,permutation_roulette_wheel_pos_displacement,permutation,3336.579942942587,97.5727848101266,275.0
221,C101,permutation_roulette_wheel_pos_insert,permutation,2190.2313589346863,88.94417721518988,142.0
222,C101,permutation_roulette_wheel_pos_inversion,permutation,3262.12394653019,97.29886075949366,256.0
223,C101,permutation_roulette_wheel_pos_scramble,permutation,2987.3332395014963,95.60588607594936,215.0
224,C101,permutation_roulette_wheel_pos_swap,permutation,2395.707632941338,92.90050632911394,179.0
225,C101,permutation_roulette_wheel_scx_displacement,permutation,1045.117289186885,78.90645569620253,10.0
226,C101,permutation_roulette_wheel_scx_insert,permutation,1047.2004042007047,60.75772151898734,11.0
227,C101,permutation_roulette_wheel_scx_inversion,permutation,982.1741354805404,54.23316455696202,2.0
228,C101,permutation_roulette_wheel_scx_scramble,permutation,1003.2722066010105,69.6343670886076,6.0
229,C101,permutation_roulette_wheel_scx_swap,permutation,1029.9154949596275,61.9387341772152,7.0
230,C101,permutation_stochastic_universal_cx_displacement,permutation,3176.6793713565226,88.41449367088607,235.0
231,C101,permutation_stochastic_universal_cx_insert,permutation,2103.7446135940463,64.00854430379748,119.0
232,C101,permutation_stochastic_universal_cx_inversion,permutation,3019.7711707024982,79.57677215189874,219.0
233,C101,permutation_stochastic_universal_cx_scramble,permutation,2772.5536541419856,71.75854430379746,191.0
234,C101,permutation_stochastic_universal_cx_swap,permutation,2067.7455031103505,10.690506329113925,101.0
235,C101,permutation_stochastic_universal_erx_displacement,permutation,3319.7718906270384,98.95354430379749,271.0
236,C101,permutation_stochastic_universal_erx_insert,permutation,3300.547900849984,98.94835443037977,265.0
237,C101,permutation_stochastic_universal_erx_inversion,permutation,3282.9605995738552,98.96379746835444,261.0
238,C101,permutation_stochastic_universal_erx_scramble,permutation,3342.367840697996,98.97018987341772,276.0
239,C101,permutation_stochastic_universal_erx_swap,permutation,3298.766831088799,98.971582278481,264.0
240,C101,permutation_stochastic_universal_obx_displacement,permutation,3210.860183054897,97.51702531645569,246.0
241,C101,permutation_stochastic_universal_obx_insert,permutation,2260.393486407556,90.09518987341772,159.0
242,C101,permutation_stochastic_universal_obx_inversion,permutation,3267.575889162152,97.28974683544304,258.0
243,C101,permutation_stochastic_universal_obx_scramble,permutation,3056.932304265655,95.50335443037974,222.0
244,C101,permutation_stochastic_universal_obx_swap,permutation,2383.8620830260684,93.26164556962024,176.0
245,C101,permutation_stochastic_universal_ox_displacement,permutation,2992.535693310679,98.05791139240506,217.0
246,C101,permutation_stochastic_universal_ox_insert,permutation,2826.5317571957385,92.71335443037974,197.0
247,C101,permutation_stochastic_universal_ox_inversion,permutation,2974.681075510065,98.1612658227848,214.0
248,C101,permutation_stochastic_universal_ox_scramble,permutation,3189.4462545501183,97.68740506329117,238.0
249,C101,permutation_stochastic_universal_ox_swap,permutation,2991.954077160245,96.38955696202532,216.0
250,C101,permutation_stochastic_universal_pmx_displacement,permutation,3218.5530411165632,97.15537974683544,247.0
251,C101,permutation_stochastic_universal_pmx_insert,permutation,2867.5921158149813,89.92455696202532,204.0
252,C101,permutation_stochastic_universal_pmx_inversion,permutation,3200.6642389301696,96.38632911392403,241.0
253,C101,permutation_stochastic_universal_pmx_scramble,permutation,3272.122501810395,95.13145569620252,260.0
254,C101,permutation_stochastic_universal_pmx_swap,permutation,2081.959835103804,35.16050632911392,104.0
255,C101,permutation_stochastic_universal_pos_displacement,permutation,3283.326443332013,97.72462025316456,262.0
256,C101,permutation_stochastic_universal_pos_insert,permutation,2136.642564730729,90.18455696202533,129.0
257,C101,permutation_stochastic_universal_pos_inversion,permutation,3210.0525469547656,96.783417721519,244.0
258,C101,permutation_stochastic_universal_pos_scramble,permutation,2943.239283913218,94.65683544303798,212.0
259,C101,permutation_stochastic_universal_pos_swap,permutation,2153.226057016817,90.95582278481012,133.0
260,C101,permutation_stochastic_universal_scx_displacement,permutation,1051.806141366091,74.68886075949368,12.0
261,C101,permutation_stochastic_universal_scx_insert,permutation,1072.1474836883926,61.46531645569621,13.0
262,C101,permutation_stochastic_universal_scx_inversion,permutation,986.8026004747252,61.84132911392405,3.0
263,C101,permutation_stochastic_universal_scx_scramble,permutation,992.998528343868,66.48348101265822,5.0
264,C101,permutation_stochastic_universal_scx_swap,permutation,1042.750291395806,67.46379746835444,9.0
265,C101,permutation_tournament_cx_displacement,permutation,2147.832066457135,34.925,132.0
266,C101,permutation_tournament_cx_insert,permutation,1822.6557498981597,22.00841772151899,83.0
267,C101,permutation_tournament_cx_inversion,permutation,2211.4059467035117,22.142974683544303,147.0
268,C101,permutation_tournament_cx_scramble,permutation,2314.7955500132584,19.426708860759494,167.0
269,C101,permutation_tournament_cx_swap,permutation,1669.6602110856063,2.0071518987341768,59.0
270,C101,permutation_tournament_erx_displacement,permutation,3210.227172141317,98.97569620253164,245.0
271,C101,permutation_tournament_erx_insert,permutation,3164.784581018566,98.95943037974682,232.0
272,C101,permutation_tournament_erx_inversion,permutation,3199.3526928783144,98.92860759493672,240.0
273,C101,permutation_tournament_erx_scramble,permutation,3265.8954532140456,98.9293670886076,257.0
274,C101,permutation_tournament_erx_swap,permutation,3204.459832244032,98.95139240506327,243.0
275,C101,permutation_tournament_obx_displacement,permutation,2867.764201395286,91.82734177215188,205.0
276,C101,permutation_tournament_obx_insert,permutation,1752.336512949562,24.927151898734177,69.0
277,C101,permutation_tournament_obx_inversion,permutation,2490.6512596140665,85.9732911392405,182.0
278,C101,permutation_tournament_obx_scramble,permutation,1938.126045803542,22.01645569620253,93.0
279,C101,permutation_tournament_obx_swap,permutation,1601.1911187312842,15.420822784810127,47.0
280,C101,permutation_tournament_ox_displacement,permutation,1918.581455003046,47.4873417721519,91.0
281,C101,permutation_tournament_ox_insert,permutation,1784.5115462210283,23.323101265822785,75.0
282,C101,permutation_tournament_ox_inversion,permutation,1483.5054751203825,17.53544303797468,34.0
283,C101,permutation_tournament_ox_scramble,permutation,2104.52269028245,21.56930379746836,120.0
284,C101,permutation_tournament_ox_swap,permutation,1568.2877588104943,6.460759493670887,42.0
285,C101,permutation_tournament_pmx_displacement,permutation,2033.212394277479,44.72981012658228,100.0
286,C101,permutation_tournament_pmx_insert,permutation,1730.0764541149697,22.218607594936707,65.0
287,C101,permutation_tournament_pmx_inversion,permutation,1490.0240098485424,22.39556962025317,36.0
288,C101,permutation_tournament_pmx_scramble,permutation,2177.491642487095,20.08867088607595,138.0
289,C101,permutation_tournament_pmx_swap,permutation,1564.072609773204,2.364683544303797,41.0
290,C101,permutation_tournament_pos_displacement,permutation,2801.026420699836,89.40841772151899,192.0
291,C101,permutation_tournament_pos_insert,permutation,1789.492514589328,26.0703164556962,77.0
292,C101,permutation_tournament_pos_inversion,permutation,2874.1207465540338,88.3087341772152,206.0
293,C101,permutation_tournament_pos_scramble,permutation,1823.6676828305576,18.275822784810128,84.0
294,C101,permutation_tournament_pos_swap,permutation,1732.279312931851,10.850886075949369,66.0
295,C101,permutation_tournament_scx_displacement,permutation,1146.8525176997423,29.465506329113925,18.0
296,C101,permutation_tournament_scx_insert,permutation,1123.0325839917568,21.05759493670886,17.0
297,C101,permutation_tournament_scx_inversion,permutation,987.5729749518594,18.328987341772155,4.0
298,C101,permutation_tournament_scx_scramble,permutation,1170.7660776008663,21.428291139240507,20.0
299,C101,permutation_tournament_scx_swap,permutation,1093.0728917894044,2.387974683544304,15.0
300,C101,real_valued_boltzmann_blx_alpha_gaussian,real_valued,2825.916781301209,0.6975761441591372,196.0
301,C101,real_valued_boltzmann_blx_alpha_polynomial,real_valued,2863.0406159369745,0.4449780665899762,202.0
