generation,fitness_run_1,diversity_run_1,fitness_run_2,diversity_run_2,fitness_run_3,diversity_run_3,fitness_run_4,diversity_run_4,fitness_run_5,diversity_run_5,fitness_average,diversity_average
1,3733.4241643407804,32.09018987341772,3696.377305248601,62.50158227848101,3702.3101361680365,29.00727848101266,3713.134523020396,30.98481012658228,3674.3782367461645,33.0123417721519,3703.9248731047956,37.51924050632912
2,3658.6147076874895,28.672784810126583,3676.5423801773336,28.690189873417722,3679.5138810145963,34.54873417721519,3660.7032256216444,27.023101265822785,3580.7257729236007,34.222151898734175,3651.2199934849327,30.63139240506329
3,3606.2562453588926,28.748101265822786,3644.1047137194723,30.24493670886076,3642.942351159116,23.437025316455696,3618.437274298548,34.598101265822784,3580.7257729236007,37.799367088607596,3618.493271491926,30.965506329113925
4,3515.2753669271474,24.99398734177215,3612.716660740003,29.90506329113924,3607.9205985304234,36.79493670886076,3583.949235029169,39.53481012658228,3561.91623601602,29.03607594936709,3576.3556194485527,32.0529746835443
5,3493.1867371853946,22.79018987341772,3607.8560952823145,31.631962025316454,3590.598164614655,22.626582278481013,3546.739854813227,31.87626582278481,3561.91623601602,31.001582278481013,3560.059417582322,27.9853164556962
6,3482.5442557660376,33.07246835443038,3592.404728950917,39.50379746835443,3542.51591902645,33.45664556962026,3509.2999408135856,32.62689873417722,3561.91623601602,20.203164556962026,3537.736216114602,31.772594936708863
7,3482.5442557660376,31.08512658227848,3592.404728950917,23.900316455696203,3542.51591902645,23.423417721518987,3505.985890960464,30.957594936708862,3561.91623601602,27.912974683544302,3537.0734061439775,27.455886075949365
8,3428.240006456828,31.52341772151899,3550.620778949083,33.689556962025314,3484.091963455116,27.967721518987343,3436.1774366541554,56.98955696202532,3561.91623601602,26.945569620253163,3492.2092843062405,35.42316455696203
9,3358.737098932109,33.120569620253164,3550.620778949083,31.700316455696203,3477.908789623201,27.287974683544302,3399.3337767590797,34.51930379746835,3560.3337853957128,21.4876582278481,3469.3868459318373,29.623164556962024
10,3358.737098932109,25.981962025316456,3550.620778949083,25.59240506329114,3450.351839389848,49.720886075949366,3334.700826562469,36.244620253164555,3560.3337853957128,33.69398734177215,3450.9488658458445,34.24677215189873
11,3356.706066228354,28.464556962025316,3550.620778949083,32.25348101265823,3401.074486267059,26.09525316455696,3292.3368606285085,22.072151898734177,3560.3337853957128,29.901898734177216,3432.2143954937433,27.75746835443038
12,3294.761964828309,41.85379746835443,3550.620778949083,26.054113924050633,3377.235501318333,28.1,3241.359124264019,21.287974683544302,3560.3337853957128,32.834493670886076,3404.8622309510915,30.02607594936709
13,3294.761964828309,34.68069620253164,3524.5615878788913,33.0253164556962,3377.235501318333,15.883227848101265,3206.5092221237505,31.3873417721519,3560.3337853957128,25.597784810126583,3392.680412308999,28.11487341772152
14,3294.761964828309,32.334493670886076,3524.5615878788913,21.965822784810126,3351.9555092507976,27.901898734177216,3206.5092221237505,34.09936708860759,3554.59708172737,25.856012658227847,3386.4770731618237,28.431518987341768
15,3294.761964828309,19.958227848101266,3477.039248531755,30.88512658227848,3247.4610230334865,52.05632911392405,3091.295759277077,28.895253164556962,3520.827454284008,49.54778481012658,3326.2770899909274,36.26854430379747
16,3275.156078939504,40.48386075949367,3357.162453953971,39.14715189873418,3225.991866917334,30.925949367088606,3091.295759277077,25.779430379746834,3505.2240820345824,31.105379746835442,3290.9660482244935,33.488354430379744
17,3197.550621120105,27.08892405063291,3357.162453953971,34.83132911392405,3197.0854448197315,38.65854430379747,3091.295759277077,25.99905063291139,3466.7491766844423,30.449050632911394,3261.9686911710655,31.405379746835443
18,3197.550621120105,22.17721518987342,3287.4983647699123,28.835443037974684,3197.0854448197315,26.050949367088606,3045.4145380854757,30.70632911392405,3438.1681221390627,27.409177215189874,3233.1434181868576,27.03582278481013
19,3197.550621120105,25.565822784810127,3287.4983647699123,33.18512658227848,3197.0854448197315,24.36740506329114,3006.3760349974605,37.165822784810125,3416.5897092213436,29.08639240506329,3221.0200349857105,29.874113924050636
20,3197.550621120105,27.335759493670885,3287.4983647699123,24.270886075949367,3186.5488879445693,29.29493670886076,3005.2336623810693,31.299367088607596,3389.848296471682,23.81867088607595,3213.335966537468,27.203924050632914
21,3197.550621120105,24.841772151898734,3287.4983647699123,31.260443037974685,3185.932521912988,22.509493670886076,3002.3785635718646,38.880379746835445,3383.931994356302,26.184177215189873,3211.4584131462343,28.735253164556962
22,3197.550621120105,36.9246835443038,3287.4983647699123,34.527848101265825,3129.606280278518,37.44050632911392,2970.6109952259844,73.86962025316456,3313.7359397196783,39.73512658227848,3179.8004402228394,44.499556962025316
23,3197.550621120105,38.233544303797466,3244.189809417079,25.730063291139242,3097.0920962555047,29.434177215189873,2970.6109952259844,31.689556962025318,3292.4709871337104,46.79715189873418,3160.382901830477,34.37689873417722
24,3197.550621120105,30.200632911392404,3197.230361415443,22.0123417721519,3064.3321563332165,36.980379746835446,2924.0765972497484,27.12246835443038,3261.6850560369953,32.39620253164557,3128.9749584311016,29.74240506329114
25,3197.550621120105,23.03386075949367,3133.029388049319,31.343354430379748,2985.4113646328833,34.946518987341776,2912.296208186285,23.94873417721519,3261.6850560369953,27.92753164556962,3097.9945276051176,28.24
26,3151.223049025995,32.28006329113924,3133.029388049319,21.92025316455696,2971.6041267815244,26.884493670886076,2912.296208186285,31.088291139240507,3218.718821479933,33.005379746835445,3077.374318704612,29.035696202531646
27,3151.223049025995,30.195886075949367,3133.029388049319,23.040506329113924,2913.759760173916,27.258227848101267,2882.4909059417982,38.94145569620253,3214.0501520008424,23.015822784810126,3058.9106510383745,28.49037974683544
28,3146.459197328665,28.43639240506329,3125.9732386241485,28.768037974683544,2910.584338913021,36.1496835443038,2867.697692758936,22.089556962025316,3153.664118227985,36.14588607594937,3040.875717170551,30.317911392405062
29,3130.949397715737,53.44620253164557,3124.9117145886157,42.71613924050633,2841.2830426172623,51.697784810126585,2867.697692758936,32.89715189873418,3153.664118227985,38.05506329113924,3023.701193181707,43.76246835443039
30,3130.949397715737,29.08006329113924,3117.855565163445,22.627215189873418,2841.2830426172623,28.194620253164558,2857.44351319414,31.600949367088607,3152.905393451701,34.26898734177215,3020.0873824284567,29.154367088607597
31,3130.949397715737,34.938607594936705,3117.855565163445,31.783227848101266,2791.952926857639,30.633860759493672,2854.7258403963788,34.7873417721519,3148.7629150122743,32.7870253164557,3008.849329029095,32.98601265822785
32,3130.894251105524,25.753164556962027,3106.690698562752,37.029113924050634,2791.952926857639,43.6503164556962,2854.7258403963788,38.79873417721519,3148.7629150122743,40.62721518987342,3006.6053263869135,37.171708860759495
33,3130.894251105524,30.33006329113924,3083.449452124603,26.11360759493671,2791.952926857639,25.07974683544304,2853.819979045767,30.020253164556962,3148.7629150122743,23.785759493670888,3001.7759048291614,27.06588607594937
34,3130.894251105524,29.47151898734177,3083.449452124603,39.232594936708864,2781.102485476489,33.73006329113924,2845.4234558879575,37.1746835443038,3146.3033898593726,29.078481012658226,2997.4346068907894,33.737468354430376
35,3130.894251105524,26.629430379746836,3012.214607933928,34.790506329113924,2777.3988915642412,31.95601265822785,2837.9646874575724,24.644620253164558,3146.3033898593726,27.20632911392405,2980.955165584128,29.045379746835444
36,3130.894251105524,43.14778481012658,2936.091471669816,33.674367088607596,2750.6644303980393,39.44462025316456,2827.6577030640597,33.48639240506329,3136.321748056493,46.86708860759494,2956.3259208587865,39.324050632911394
37,3130.894251105524,36.3382911392405,2931.681630826596,30.393987341772153,2750.6644303980393,33.69873417721519,2797.176773241112,25.295886075949365,3136.321748056493,23.10126582278481,2949.347766725553,29.7656329113924
38,3130.894251105524,46.05411392405063,2881.198111211477,36.482911392405065,2722.4344034253345,30.825,2790.378761728425,34.072784810126585,3136.321748056493,28.508544303797468,2932.2454551054507,35.18867088607595
39,3123.251475144172,30.642088607594935,2881.198111211477,23.015822784810126,2722.4344034253345,17.58386075949367,2706.8675649585275,30.660759493670888,3102.509006155096,31.280379746835443,2907.252112178922,26.63658227848101
